i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
3330,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289,0
3331,2000,Suroccidente,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1.945910149,0
3332,2000,Suroccidente,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1.609437912,0
3333,2000,Suroccidente,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1.386294361,0
3334,2000,Suroccidente,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1.609437912,0
3335,2000,Suroccidente,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289,0
3336,2000,Suroccidente,0,0,1,2,0,1,0,0,1,1,1,0,0,0,1.945910149,0
3337,2000,Suroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1.609437912,0
3338,2000,Suroccidente,0,0,1,0,1,1,1,0,2,2,0,0,1,0,2.197224577,0
3339,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3340,2000,Suroccidente,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.386294361,0
3341,2000,Suroccidente,0,0,0,0,0,1,2,0,1,0,1,1,0,0,1.791759469,0
3342,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,0
3343,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,0
3344,2000,Suroccidente,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1.609437912,0
3345,2000,Suroccidente,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.098612289,0
3346,2000,Suroccidente,0,0,2,2,2,1,1,0,0,0,0,1,1,0,2.302585093,1
3347,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
3348,2000,Suroccidente,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1.791759469,1
3349,2000,Suroccidente,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1.609437912,1
3350,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,1
3351,2000,Suroccidente,2,1,0,0,0,3,0,0,0,1,1,1,0,0,2.197224577,1
3352,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3353,2000,Suroccidente,0,1,2,1,2,1,2,0,1,2,0,1,1,0,2.63905733,1
3354,2000,Suroccidente,1,1,2,0,2,1,0,1,0,0,1,1,0,0,2.302585093,1
3355,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
3356,2000,Suroccidente,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3357,2000,Suroccidente,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1.386294361,1
3358,2000,Suroccidente,0,0,0,0,1,0,3,0,0,0,1,1,0,0,1.791759469,1
3359,2000,Suroccidente,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1.609437912,0
3360,2000,Suroccidente,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1.609437912,0
3361,2000,Suroccidente,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1.791759469,0
3362,2000,Suroccidente,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
3363,2000,Suroccidente,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1.945910149,0
3364,2000,Suroccidente,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1.791759469,0
3365,2000,Suroccidente,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806,0
3366,2000,Suroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
3367,2000,Suroccidente,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1.791759469,0
3368,2000,Suroccidente,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
3369,2000,Suroccidente,1,0,1,0,2,0,0,1,0,1,1,1,0,0,2.079441542,0
3370,2000,Suroccidente,0,0,0,3,0,0,1,1,0,0,0,1,0,1,1.945910149,0
3371,2000,Suroccidente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
3372,2000,Suroccidente,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.791759469,0
3373,2000,Suroccidente,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
3374,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
3375,2000,Suroccidente,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.098612289,0
3376,2000,Suroccidente,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1.945910149,0
3377,2000,Suroccidente,1,1,0,2,0,0,2,0,0,0,1,1,0,0,2.079441542,1
3378,2000,Suroccidente,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,1
3379,2000,Suroccidente,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.098612289,1
3380,2000,Suroccidente,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1.945910149,1
3381,2000,Suroccidente,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1.945910149,1
3382,2000,Suroccidente,1,1,1,2,0,1,0,0,1,1,0,0,0,0,2.079441542,1
3383,2000,Suroccidente,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1.945910149,1
3384,2000,Suroccidente,0,0,0,2,2,1,0,0,0,1,1,0,0,0,1.945910149,1
3385,2000,Suroccidente,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912,1
3386,2000,Suroccidente,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361,1
3387,2000,Suroccidente,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
3388,2000,Suroccidente,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3389,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1.098612289,1
3390,2000,Suroccidente,1,1,2,0,1,1,0,0,1,0,0,1,0,0,2.079441542,1
3391,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3392,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3393,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.386294361,1
3394,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
3395,2000,Suroccidente,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1.609437912,0
3396,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3397,2000,Suroccidente,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1.609437912,0
3398,2000,Suroccidente,1,0,0,0,0,2,0,1,1,0,1,1,0,0,1.945910149,0
3399,2000,Suroccidente,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912,0
3400,2000,Suroccidente,1,0,0,0,0,0,0,2,0,1,0,1,0,2,1.945910149,0
3401,2000,Suroccidente,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1.386294361,0
3402,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806,0
3403,2000,Suroccidente,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1.609437912,0
3404,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289,0
3405,2000,Suroccidente,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3406,2000,Suroccidente,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1.609437912,1
3407,2000,Suroccidente,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1.386294361,1
3408,2000,Suroccidente,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.386294361,1
3409,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3410,2000,Suroccidente,0,1,0,2,2,0,1,1,0,1,1,1,0,0,2.302585093,1
3411,2000,Suroccidente,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1.609437912,1
3412,2000,Suroccidente,0,0,1,0,1,0,0,0,2,1,0,1,1,0,1.945910149,1
3413,2000,Suroccidente,0,0,1,0,1,1,1,1,1,0,0,1,1,0,2.079441542,1
3414,2000,Suroccidente,0,0,2,2,0,0,0,0,1,1,0,0,1,0,1.945910149,1
3415,2000,Suroccidente,0,1,1,0,1,1,1,1,1,0,1,1,0,1,2.302585093,1
3416,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
3417,2000,Suroccidente,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3418,2000,Suroccidente,2,0,2,0,0,1,0,0,0,0,1,1,0,0,1.945910149,1
3419,2000,Suroccidente,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1.945910149,1
3420,2000,Suroccidente,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3421,2000,Suroccidente,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1.791759469,1
3422,2000,Suroccidente,1,0,0,2,2,0,2,1,0,0,1,1,0,0,2.302585093,1
3423,2000,Suroccidente,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1.945910149,1
3424,2000,Suroccidente,0,0,3,2,2,0,0,0,0,1,0,1,0,0,2.197224577,1
3425,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,1
3426,2000,Suroccidente,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.098612289,0
3427,2000,Suroccidente,1,0,0,0,0,0,0,0,3,3,0,0,1,2,2.302585093,0
3428,2000,Suroccidente,0,0,0,0,0,1,0,1,0,0,1,2,1,1,1.945910149,0
3429,2000,Suroccidente,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361,0
3430,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
3431,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3432,2000,Suroccidente,0,0,0,0,0,0,2,1,2,1,1,0,0,0,1.945910149,1
3433,2000,Suroccidente,0,0,2,0,0,0,0,0,1,1,0,0,1,1,1.791759469,1
3434,2000,Suroccidente,0,0,0,0,1,1,1,2,0,0,1,1,0,0,1.945910149,1
3435,2000,Suroccidente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
3436,2000,Suroccidente,1,0,1,0,0,1,0,2,0,2,1,0,0,1,2.197224577,1
3437,2000,Suroccidente,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1.386294361,1
3438,2000,Suroccidente,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,1
3439,2000,Suroccidente,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3440,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
3441,2000,Suroccidente,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1.945910149,1
3442,2000,Suroccidente,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1.609437912,1
3443,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1
3444,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289,1
3445,2000,Suroccidente,1,0,2,0,1,1,0,0,0,0,1,1,0,0,1.945910149,1
3446,2000,Suroccidente,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1.791759469,1
3447,2000,Suroccidente,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1.945910149,1
3448,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.098612289,1
3449,2000,Suroccidente,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1.791759469,1
3450,2000,Suroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3451,2000,Suroccidente,1,1,0,3,1,0,1,0,1,2,1,1,0,0,2.48490665,1
3452,2000,Suroccidente,1,0,2,0,1,1,0,0,1,1,0,0,0,0,1.945910149,1
3453,2000,Suroccidente,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1.386294361,1
3454,2000,Suroccidente,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3455,2000,Suroccidente,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1.609437912,1
3456,2000,Suroccidente,0,1,0,1,0,3,0,1,0,0,1,1,0,0,2.079441542,1
3457,2000,Suroccidente,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1.945910149,1
3458,2000,Suroccidente,0,0,0,2,2,0,0,2,1,0,1,1,0,0,2.197224577,1
3459,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289,1
3460,2000,Suroccidente,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361,1
3461,2000,Suroccidente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1
3462,2000,Suroccidente,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1.609437912,1
3463,2000,Suroccidente,1,0,2,0,1,1,0,0,0,1,1,0,0,0,1.945910149,1
3464,2000,Suroccidente,1,1,1,1,1,1,0,0,0,1,1,0,0,1,2.197224577,1
3465,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,1
3466,2000,Suroccidente,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1.609437912,1
3467,2000,Suroccidente,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.386294361,1
3468,2000,Suroccidente,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1.386294361,1
3469,2000,Suroccidente,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1.945910149,1
3470,2000,Suroccidente,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469,1
3471,2000,Suroccidente,0,0,0,0,1,0,1,2,0,0,1,1,0,1,1.945910149,1
3472,2000,Suroccidente,0,0,0,1,2,0,1,0,0,0,1,1,0,0,1.791759469,1
3473,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,1
3474,2000,Suroccidente,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1.609437912,1
3475,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
3476,2000,Suroccidente,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1.609437912,1
3477,2000,Suroccidente,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.386294361,1
3478,2000,Suroccidente,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3479,2000,Suroccidente,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1.609437912,1
3480,2000,Suroccidente,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1.386294361,1
3481,2000,Suroccidente,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469,1
3482,2000,Suroccidente,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1.945910149,1
3483,2000,Suroccidente,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1.791759469,1
3484,2000,Suroccidente,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3485,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3486,2000,Suroccidente,1,1,1,0,1,1,0,0,0,1,0,1,1,1,2.197224577,1
3487,2000,Suroccidente,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1.609437912,1
3488,2000,Suroccidente,0,1,1,1,1,0,0,1,0,0,1,1,0,1,2.079441542,1
3489,2000,Suroccidente,0,1,1,1,0,2,1,1,0,0,1,1,0,1,2.302585093,1
3490,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3491,2000,Suroccidente,2,1,1,0,0,1,1,0,1,2,0,0,1,1,2.397895273,1
3492,2000,Suroccidente,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3493,2000,Suroccidente,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.098612289,1
3494,2000,Suroccidente,1,1,1,1,1,2,3,1,0,0,1,1,0,0,2.564949357,1
3495,2000,Suroccidente,0,2,1,2,1,1,0,1,0,0,1,1,0,1,2.397895273,1
3496,2000,Suroccidente,0,0,1,0,1,2,1,1,1,0,0,1,1,0,2.197224577,1
3497,2000,Suroccidente,0,0,0,2,2,0,1,0,0,0,1,1,0,0,1.945910149,1
3498,2000,Suroccidente,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1
3499,2000,Suroccidente,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1.386294361,1
3500,2000,Suroccidente,0,2,1,2,0,1,0,0,0,0,1,1,0,0,2.079441542,1
3501,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3502,2000,Suroccidente,2,0,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149,1
3503,2000,Suroccidente,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3504,2000,Suroccidente,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289,1
3505,2000,Suroccidente,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1.791759469,1
3506,2000,Suroccidente,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469,1
3507,2000,Suroccidente,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1.386294361,1
3508,2000,Suroccidente,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3509,2000,Suroccidente,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1.609437912,1
3510,2000,Suroccidente,0,0,1,1,1,0,1,2,0,0,0,1,1,0,2.079441542,1
3511,2000,Suroccidente,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361,1
3512,2000,Suroccidente,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1.791759469,1
3513,2000,Suroccidente,2,0,2,0,1,1,0,0,0,0,0,2,1,0,2.197224577,1
3514,2000,Suroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,1
3515,2000,Suroccidente,1,1,1,2,0,1,0,0,0,1,1,0,0,0,2.079441542,1
3516,2000,Suroccidente,0,0,1,2,1,1,0,1,1,0,0,1,1,0,2.197224577,1
3517,2000,Suroccidente,0,2,0,0,0,0,1,0,2,1,1,0,1,1,2.197224577,1
3518,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3519,2000,Suroccidente,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1.791759469,1
3520,2000,Suroccidente,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1.609437912,1
3521,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289,1
3522,2000,Suroccidente,1,1,1,0,1,0,0,1,1,1,1,0,0,0,2.079441542,1
3523,2000,Suroccidente,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1.791759469,1
3524,2000,Suroccidente,0,0,2,0,1,0,0,0,0,0,1,1,0,1,1.791759469,1
3525,2000,Suroccidente,1,1,1,1,1,1,0,0,0,1,1,1,0,1,2.302585093,1
3526,2000,Suroccidente,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1.791759469,1
3527,2000,Suroccidente,0,0,1,0,1,0,2,0,1,1,1,1,0,0,2.079441542,1
3528,2000,Suroccidente,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1
3529,2000,Suroccidente,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1
3530,2000,Suroccidente,0,0,2,0,1,1,0,1,0,0,1,1,0,0,1.945910149,1
3531,2000,Suroccidente,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6931471806,1
3532,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,1
3533,2000,Suroccidente,0,1,1,1,1,2,1,0,0,1,1,1,0,1,2.397895273,1
3534,2000,Suroccidente,0,0,0,2,0,2,1,0,0,0,1,1,0,0,1.945910149,1
3535,2000,Suroccidente,0,2,2,0,0,0,0,0,1,0,0,1,0,0,1.791759469,1
3536,2000,Suroccidente,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.098612289,1
3537,2000,Suroccidente,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1.386294361,1
3538,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3539,2000,Suroccidente,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1.386294361,1
3540,2000,Suroccidente,0,1,0,2,1,1,1,1,0,0,1,1,0,1,2.302585093,1
3541,2000,Suroccidente,1,0,3,0,1,1,1,1,0,0,1,1,0,1,2.397895273,1
3542,2000,Suroccidente,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1.609437912,1
3543,2000,Suroccidente,0,1,2,1,0,0,0,1,0,0,1,1,0,0,1.945910149,1
3544,2000,Suroccidente,2,2,1,1,1,1,1,0,1,1,1,1,1,0,2.63905733,1
3545,2000,Suroccidente,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3546,2000,Suroccidente,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1.609437912,1
3547,2000,Suroccidente,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.386294361,1
3548,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
3549,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806,1
3550,2000,Suroccidente,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361,1
3551,2000,Suroccidente,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1
3552,2000,Suroccidente,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361,1
3553,2000,Suroccidente,0,1,0,0,0,0,2,1,2,2,0,0,1,1,2.302585093,1
3554,2000,Suroccidente,1,0,2,0,0,2,0,0,0,0,1,1,0,0,1.945910149,1
3555,2000,Suroccidente,0,1,0,1,1,1,1,0,0,0,1,1,1,0,2.079441542,1
3556,2000,Suroccidente,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1.386294361,1
3557,2000,Suroccidente,1,0,2,0,2,0,1,0,0,0,1,1,0,0,2.079441542,1
3558,2000,Suroccidente,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1.791759469,1
3559,2000,Suroccidente,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289,1
3560,2000,Suroccidente,0,1,0,0,0,0,2,0,1,1,0,0,1,1,1.945910149,1
3561,2000,Suroccidente,0,0,1,0,0,1,0,2,0,0,1,1,1,0,1.945910149,1
3562,2000,Suroccidente,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1.609437912,1
3563,2000,Suroccidente,1,1,1,1,0,2,0,1,0,0,0,1,0,0,2.079441542,1
3564,2000,Suroccidente,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469,1
3565,2000,Suroccidente,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1
3566,2000,Suroccidente,0,2,2,0,1,1,0,0,0,0,1,1,0,0,2.079441542,1
3567,2000,Suroccidente,2,0,0,2,1,1,1,1,0,0,1,1,0,0,2.302585093,1
3568,2000,Suroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3569,2000,Suroccidente,0,0,0,0,1,2,1,0,0,0,1,1,1,1,2.079441542,1
3570,2000,Suroccidente,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912,1
3571,2000,Suroccidente,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1
3572,2000,Suroccidente,0,1,0,2,0,2,0,2,0,0,1,1,0,0,2.197224577,1
3573,2000,Suroccidente,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.098612289,1
3574,2000,Suroccidente,0,0,0,0,1,2,0,3,0,0,0,0,1,1,2.079441542,1
3575,2000,Suroccidente,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1
3576,2000,Suroccidente,0,0,0,0,1,0,0,2,2,0,1,1,0,0,1.945910149,1
3577,2000,Suroccidente,0,0,3,0,2,0,1,0,0,0,1,1,0,0,2.079441542,1
3578,2000,Suroccidente,1,0,1,1,1,1,1,0,0,0,1,1,0,0,2.079441542,1
3579,2000,Suroccidente,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1.791759469,1
3580,2000,Suroccidente,1,0,2,0,0,1,0,0,0,0,1,1,0,0,1.791759469,1
3581,2000,Suroccidente,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1.791759469,1
3582,2000,Suroccidente,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,1
3583,2000,Suroccidente,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1.945910149,1
3584,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0
3585,2000,Suroccidente,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0
3586,2000,Suroccidente,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1.791759469,0
3587,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3588,2000,Suroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
3589,2000,Suroccidente,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,0
3590,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3591,2000,Suroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,0
3592,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
3593,2000,Suroccidente,0,1,0,2,1,2,2,1,0,0,0,1,0,0,2.302585093,0
3594,2000,Suroccidente,0,1,0,0,0,0,1,2,0,1,1,1,0,0,1.945910149,0
3595,2000,Suroccidente,0,1,0,0,0,0,1,1,0,2,0,0,1,1,1.945910149,0
3596,2000,Suroccidente,0,0,0,1,0,0,1,2,2,0,1,1,0,0,2.079441542,0
3597,2000,Suroccidente,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1.609437912,0
3598,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0
3599,2000,Suroccidente,1,0,0,2,0,0,0,0,0,2,0,0,1,1,1.945910149,1
3600,2000,Suroccidente,0,1,1,1,2,0,2,0,1,0,1,1,0,0,2.302585093,1
3601,2000,Suroccidente,1,1,0,0,0,1,1,1,0,2,1,0,0,1,2.197224577,1
3602,2000,Suroccidente,0,1,2,0,1,1,0,1,0,0,1,1,0,0,2.079441542,1
3603,2000,Suroccidente,0,1,2,1,1,2,0,0,0,0,0,1,1,0,2.197224577,1
3604,2000,Suroccidente,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1
3605,2000,Suroccidente,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1.609437912,1
3606,2000,Suroccidente,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1.609437912,1
3607,2000,Suroccidente,0,2,2,1,1,0,0,1,0,0,1,1,0,0,2.197224577,1
3608,2000,Suroccidente,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1.609437912,1
3609,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3610,2000,Suroccidente,0,0,0,3,0,2,1,0,1,0,1,1,0,0,2.197224577,1
3611,2000,Suroccidente,0,2,0,0,2,1,0,1,1,1,0,1,2,0,2.397895273,1
3612,2000,Suroccidente,0,0,0,0,1,0,0,1,0,1,0,1,2,1,1.945910149,1
